datastore_id,ts,read_latency_ms,write_latency_ms,iops_read,iops_write,congestion_pct,used_capacity_pct,cache_tier_usage_pct,resync_backlog_gb
3a6c166d-37fa-5cda-adad-777eb4567f37,2026-09-12T00:00:00,2.19,3.25,1117,771,0.9,55.1,35.95,0.0
f1a6081a-48e3-56db-936e-f49af9832cb1,2026-09-12T00:00:00,2.14,3.23,1144,728,3.23,58.0,41.34,0.0
18b90679-ba14-5785-bca6-c3cc1e3ad587,2026-09-12T00:00:00,2.27,3.0,1008,730,3.49,58.0,39.8,0.0
77059140-e829-5d12-90bd-2d2ebd9c436c,2026-09-12T00:00:00,2.2,3.57,956,679,2.01,58.0,41.88,0.0
3a6c166d-37fa-5cda-adad-777eb4567f37,2026-09-12T00:02:00,2.52,3.64,842,769,2.12,54.84,38.31,0.0
f1a6081a-48e3-56db-936e-f49af9832cb1,2026-09-12T00:02:00,2.23,4.1,1000,667,3.57,58.0,38.57,0.0
18b90679-ba14-5785-bca6-c3cc1e3ad587,2026-09-12T00:02:00,2.11,3.37,978,725,0,58.0,41.89,0.0
77059140-e829-5d12-90bd-2d2ebd9c436c,2026-09-12T00:02:00,2.23,4.35,1161,828,0,58.0,39.38,0.0
3a6c166d-37fa-5cda-adad-777eb4567f37,2026-09-12T00:04:00,1.88,3.46,1503,625,0,55.19,38.3,0.0
f1a6081a-48e3-56db-936e-f49af9832cb1,2026-09-12T00:04:00,2.47,3.9,1093,559,0.33,58.0,42.77,0.0
18b90679-ba14-5785-bca6-c3cc1e3ad587,2026-09-12T00:04:00,2.39,2.44,1119,829,4.94,58.0,41.07,0.0
77059140-e829-5d12-90bd-2d2ebd9c436c,2026-09-12T00:04:00,2.34,2.77,1022,708,2.02,58.0,41.12,0.0
3a6c166d-37fa-5cda-adad-777eb4567f37,2026-09-12T00:06:00,2.68,4.18,1337,517,2.48,55.56,34.86,0.0
f1a6081a-48e3-56db-936e-f49af9832cb1,2026-09-12T00:06:00,2.32,2.81,1362,759,0,58.0,40.38,0.0
18b90679-ba14-5785-bca6-c3cc1e3ad587,2026-09-12T00:06:00,1.97,3.37,1065,825,0,58.0,40.44,0.0
77059140-e829-5d12-90bd-2d2ebd9c436c,2026-09-12T00:06:00,2.86,2.95,1146,720,0,58.0,41.27,0.0
3a6c166d-37fa-5cda-adad-777eb4567f37,2026-09-12T00:08:00,1.97,3.33,1111,692,1.11,55.35,35.35,0.0
f1a6081a-48e3-56db-936e-f49af9832cb1,2026-09-12T00:08:00,2.46,3.83,1388,671,1.02,58.0,39.66,0.0
18b90679-ba14-5785-bca6-c3cc1e3ad587,2026-09-12T00:08:00,2.91,2.54,1176,567,0,58.0,34.58,0.0
77059140-e829-5d12-90bd-2d2ebd9c436c,2026-09-12T00:08:00,1.74,3.8,1013,679,0,58.0,41.16,0.0
3a6c166d-37fa-5cda-adad-777eb4567f37,2026-09-12T00:10:00,2.59,3.79,1037,673,0.12,55.33,35.57,0.0
f1a6081a-48e3-56db-936e-f49af9832cb1,2026-09-12T00:10:00,2.64,3.31,1056,796,0,58.0,40.06,0.0
18b90679-ba14-5785-bca6-c3cc1e3ad587,2026-09-12T00:10:00,2.28,3.06,1282,785,0.61,58.0,39.4,0.0
77059140-e829-5d12-90bd-2d2ebd9c436c,2026-09-12T00:10:00,2.09,3.08,958,822,2.93,58.0,41.61,0.0
3a6c166d-37fa-5cda-adad-777eb4567f37,2026-09-12T00:12:00,2.25,3.38,1018,681,3.33,55.1,39.09,0.0
f1a6081a-48e3-56db-936e-f49af9832cb1,2026-09-12T00:12:00,2.05,3.67,1010,778,0,58.0,36.96,0.0
18b90679-ba14-5785-bca6-c3cc1e3ad587,2026-09-12T00:12:00,2.3,3.37,1148,792,0.33,58.0,40.71,0.0
77059140-e829-5d12-90bd-2d2ebd9c436c,2026-09-12T00:12:00,1.9,3.88,1188,744,1.41,58.0,37.64,0.0
3a6c166d-37fa-5cda-adad-777eb4567f37,2026-09-12T00:14:00,1.96,3.92,1041,905,1.95,54.93,36.68,0.0
f1a6081a-48e3-56db-936e-f49af9832cb1,2026-09-12T00:14:00,2.31,2.78,1394,605,2.29,58.0,43.24,0.0
18b90679-ba14-5785-bca6-c3cc1e3ad587,2026-09-12T00:14:00,2.18,2.86,1077,727,2.64,58.0,39.73,0.0
77059140-e829-5d12-90bd-2d2ebd9c436c,2026-09-12T00:14:00,1.73,3.33,1029,498,0,58.0,36.01,0.0
3a6c166d-37fa-5cda-adad-777eb4567f37,2026-09-12T00:16:00,2.1,2.56,1130,675,3.36,56.12,41.05,0.0
f1a6081a-48e3-56db-936e-f49af9832cb1,2026-09-12T00:16:00,1.64,3.3,979,797,2.53,58.0,41.46,0.0
18b90679-ba14-5785-bca6-c3cc1e3ad587,2026-09-12T00:16:00,1.95,2.97,863,847,1.97,58.0,38.93,0.0
77059140-e829-5d12-90bd-2d2ebd9c436c,2026-09-12T00:16:00,2.55,3.64,1224,547,0,58.0,40.07,0.0
3a6c166d-37fa-5cda-adad-777eb4567f37,2026-09-12T00:18:00,1.81,3.9,1253,701,0,55.04,40.61,0.0
f1a6081a-48e3-56db-936e-f49af9832cb1,2026-09-12T00:18:00,1.81,3.77,849,743,1.87,58.0,44.69,0.0
18b90679-ba14-5785-bca6-c3cc1e3ad587,2026-09-12T00:18:00,2.33,2.38,1004,697,1.68,58.0,42.02,0.0
77059140-e829-5d12-90bd-2d2ebd9c436c,2026-09-12T00:18:00,1.53,3.16,1221,830,4.39,58.0,38.59,0.0
3a6c166d-37fa-5cda-adad-777eb4567f37,2026-09-12T00:20:00,2.33,3.21,1246,750,2.36,55.0,40.36,0.0
f1a6081a-48e3-56db-936e-f49af9832cb1,2026-09-12T00:20:00,1.89,2.64,1448,593,0.66,58.0,38.65,0.0
18b90679-ba14-5785-bca6-c3cc1e3ad587,2026-09-12T00:20:00,2.12,3.04,878,600,0,58.0,39.24,0.0
77059140-e829-5d12-90bd-2d2ebd9c436c,2026-09-12T00:20:00,1.98,2.99,1128,638,2.71,58.0,38.59,0.0
3a6c166d-37fa-5cda-adad-777eb4567f37,2026-09-12T00:22:00,1.84,3.67,1202,692,1.26,55.27,40.86,0.0
f1a6081a-48e3-56db-936e-f49af9832cb1,2026-09-12T00:22:00,2.53,4.05,1110,728,2.6,58.0,38.7,0.0
18b90679-ba14-5785-bca6-c3cc1e3ad587,2026-09-12T00:22:00,1.82,3.71,912,850,2.6,58.0,40.01,0.0
77059140-e829-5d12-90bd-2d2ebd9c436c,2026-09-12T00:22:00,2.23,4.09,987,584,0,58.0,38.89,0.0
3a6c166d-37fa-5cda-adad-777eb4567f37,2026-09-12T00:24:00,2.4,3.66,1073,778,0,55.41,42.4,0.0
f1a6081a-48e3-56db-936e-f49af9832cb1,2026-09-12T00:24:00,1.72,3.48,1120,655,0,58.0,38.93,0.0
18b90679-ba14-5785-bca6-c3cc1e3ad587,2026-09-12T00:24:00,1.71,4.06,963,628,3.08,58.0,41.0,0.0
77059140-e829-5d12-90bd-2d2ebd9c436c,2026-09-12T00:24:00,2.47,3.98,1061,593,2.54,58.0,41.52,0.0
3a6c166d-37fa-5cda-adad-777eb4567f37,2026-09-12T00:26:00,2.15,3.37,1304,614,0,55.49,35.94,0.0
f1a6081a-48e3-56db-936e-f49af9832cb1,2026-09-12T00:26:00,2.43,3.63,934,777,3.17,58.0,39.28,0.0
18b90679-ba14-5785-bca6-c3cc1e3ad587,2026-09-12T00:26:00,2.22,3.6,1140,744,0,58.0,39.09,0.0
77059140-e829-5d12-90bd-2d2ebd9c436c,2026-09-12T00:26:00,1.79,3.58,1160,677,1.55,58.0,35.63,0.0
3a6c166d-37fa-5cda-adad-777eb4567f37,2026-09-12T00:28:00,2.04,3.87,930,747,0.69,55.55,40.1,0.0
f1a6081a-48e3-56db-936e-f49af9832cb1,2026-09-12T00:28:00,1.97,3.65,1093,902,0.46,58.0,42.69,0.0
18b90679-ba14-5785-bca6-c3cc1e3ad587,2026-09-12T00:28:00,2.44,2.77,1258,590,0,58.0,41.65,0.0
77059140-e829-5d12-90bd-2d2ebd9c436c,2026-09-12T00:28:00,2.58,3.32,1063,828,2.29,58.0,37.87,0.0
3a6c166d-37fa-5cda-adad-777eb4567f37,2026-09-12T00:30:00,2.74,2.76,1092,812,0.12,55.26,39.1,0.0
f1a6081a-48e3-56db-936e-f49af9832cb1,2026-09-12T00:30:00,2.62,3.02,1091,733,0.63,58.0,37.34,0.0
18b90679-ba14-5785-bca6-c3cc1e3ad587,2026-09-12T00:30:00,1.74,2.61,951,529,0,58.0,40.26,0.0
77059140-e829-5d12-90bd-2d2ebd9c436c,2026-09-12T00:30:00,2.23,2.92,970,594,0,58.0,36.41,0.0
3a6c166d-37fa-5cda-adad-777eb4567f37,2026-09-12T00:32:00,2.41,3.6,960,699,0,55.22,37.63,0.0
f1a6081a-48e3-56db-936e-f49af9832cb1,2026-09-12T00:32:00,2.63,4.01,1404,678,0,58.0,37.07,0.0
18b90679-ba14-5785-bca6-c3cc1e3ad587,2026-09-12T00:32:00,2.77,2.6,1053,632,4.15,58.0,36.96,0.0
77059140-e829-5d12-90bd-2d2ebd9c436c,2026-09-12T00:32:00,2.59,3.88,1071,725,0,58.0,39.28,0.0
3a6c166d-37fa-5cda-adad-777eb4567f37,2026-09-12T00:34:00,2.55,3.44,1078,641,1.02,54.78,39.24,0.0
f1a6081a-48e3-56db-936e-f49af9832cb1,2026-09-12T00:34:00,1.96,2.41,1244,756,0,58.0,41.5,0.0
18b90679-ba14-5785-bca6-c3cc1e3ad587,2026-09-12T00:34:00,3.06,3.01,1245,715,0.57,58.0,36.72,0.0
77059140-e829-5d12-90bd-2d2ebd9c436c,2026-09-12T00:34:00,2.01,3.11,812,730,0.41,58.0,40.64,0.0
3a6c166d-37fa-5cda-adad-777eb4567f37,2026-09-12T00:36:00,2.61,3.5,932,677,1.93,55.31,41.28,0.0
f1a6081a-48e3-56db-936e-f49af9832cb1,2026-09-12T00:36:00,2.18,3.45,1241,772,2.15,58.0,40.47,0.0
18b90679-ba14-5785-bca6-c3cc1e3ad587,2026-09-12T00:36:00,1.85,2.79,1077,775,1.7,58.0,40.88,0.0
77059140-e829-5d12-90bd-2d2ebd9c436c,2026-09-12T00:36:00,1.68,2.63,1222,678,0,58.0,41.69,0.0
3a6c166d-37fa-5cda-adad-777eb4567f37,2026-09-12T00:38:00,2.27,2.9,1028,706,0,54.91,42.41,0.0
f1a6081a-48e3-56db-936e-f49af9832cb1,2026-09-12T00:38:00,2.32,3.07,1265,749,0,58.0,33.42,0.0
18b90679-ba14-5785-bca6-c3cc1e3ad587,2026-09-12T00:38:00,1.85,3.06,1064,683,2.2,58.0,36.06,0.0
77059140-e829-5d12-90bd-2d2ebd9c436c,2026-09-12T00:38:00,1.57,3.4,1043,671,0,58.0,39.04,0.0
3a6c166d-37fa-5cda-adad-777eb4567f37,2026-09-12T00:40:00,2.65,3.31,1233,688,0.21,56.06,46.27,0.0
f1a6081a-48e3-56db-936e-f49af9832cb1,2026-09-12T00:40:00,2.27,2.91,893,716,0.52,58.0,40.64,0.0
18b90679-ba14-5785-bca6-c3cc1e3ad587,2026-09-12T00:40:00,2.32,3.48,1223,708,0,58.0,37.54,0.0
77059140-e829-5d12-90bd-2d2ebd9c436c,2026-09-12T00:40:00,2.41,2.8,1172,744,0.9,58.0,37.52,0.0
3a6c166d-37fa-5cda-adad-777eb4567f37,2026-09-12T00:42:00,2.35,3.74,969,648,2.64,55.88,39.85,0.0
f1a6081a-48e3-56db-936e-f49af9832cb1,2026-09-12T00:42:00,2.46,3.08,1190,656,2.7,58.0,44.1,0.0
18b90679-ba14-5785-bca6-c3cc1e3ad587,2026-09-12T00:42:00,2.59,4.31,898,629,0.5,58.0,38.46,0.0
77059140-e829-5d12-90bd-2d2ebd9c436c,2026-09-12T00:42:00,2.33,3.12,1217,767,1.72,58.0,36.93,0.0
3a6c166d-37fa-5cda-adad-777eb4567f37,2026-09-12T00:44:00,1.78,3.25,946,621,0,55.62,40.29,0.0
f1a6081a-48e3-56db-936e-f49af9832cb1,2026-09-12T00:44:00,1.74,2.87,1083,720,1.1,58.0,33.94,0.0
18b90679-ba14-5785-bca6-c3cc1e3ad587,2026-09-12T00:44:00,2.65,4.08,1274,727,2.18,58.0,37.82,0.0
77059140-e829-5d12-90bd-2d2ebd9c436c,2026-09-12T00:44:00,2.27,2.77,1098,550,2.03,58.0,38.57,0.0
3a6c166d-37fa-5cda-adad-777eb4567f37,2026-09-12T00:46:00,2.22,2.91,1060,788,1.95,55.57,41.86,0.0
f1a6081a-48e3-56db-936e-f49af9832cb1,2026-09-12T00:46:00,1.61,3.07,1065,795,3.01,58.0,40.52,0.0
18b90679-ba14-5785-bca6-c3cc1e3ad587,2026-09-12T00:46:00,1.9,3.34,1051,656,0,58.0,40.61,0.0
77059140-e829-5d12-90bd-2d2ebd9c436c,2026-09-12T00:46:00,2.19,3.64,907,576,7.53,58.0,37.25,0.0
3a6c166d-37fa-5cda-adad-777eb4567f37,2026-09-12T00:48:00,2.43,3.2,1058,633,0.34,55.84,38.26,0.0
f1a6081a-48e3-56db-936e-f49af9832cb1,2026-09-12T00:48:00,2.09,3.09,1007,542,3.78,58.0,40.72,0.0
18b90679-ba14-5785-bca6-c3cc1e3ad587,2026-09-12T00:48:00,2.5,3.04,1257,690,3.58,58.0,39.42,0.0
77059140-e829-5d12-90bd-2d2ebd9c436c,2026-09-12T00:48:00,2.19,3.04,1091,698,3.65,58.0,43.3,0.0
3a6c166d-37fa-5cda-adad-777eb4567f37,2026-09-12T00:50:00,1.99,3.04,1029,777,1.91,55.35,43.79,0.0
f1a6081a-48e3-56db-936e-f49af9832cb1,2026-09-12T00:50:00,2.12,2.71,911,663,0.36,58.0,38.17,0.0
18b90679-ba14-5785-bca6-c3cc1e3ad587,2026-09-12T00:50:00,1.66,3.37,1047,759,1.96,58.0,36.17,0.0
77059140-e829-5d12-90bd-2d2ebd9c436c,2026-09-12T00:50:00,2.34,3.01,1265,674,0.06,58.0,38.43,0.0
3a6c166d-37fa-5cda-adad-777eb4567f37,2026-09-12T00:52:00,1.83,2.55,1073,635,0,55.56,39.1,0.0
f1a6081a-48e3-56db-936e-f49af9832cb1,2026-09-12T00:52:00,2.21,3.99,1077,846,3.2,58.0,41.86,0.0
18b90679-ba14-5785-bca6-c3cc1e3ad587,2026-09-12T00:52:00,1.95,3.15,971,714,0.84,58.0,40.55,0.0
77059140-e829-5d12-90bd-2d2ebd9c436c,2026-09-12T00:52:00,2.31,3.36,1038,589,0.17,58.0,41.24,0.0
3a6c166d-37fa-5cda-adad-777eb4567f37,2026-09-12T00:54:00,2.08,3.23,1068,724,2.13,55.28,44.38,0.0
f1a6081a-48e3-56db-936e-f49af9832cb1,2026-09-12T00:54:00,2.12,3.54,878,833,0.75,58.0,37.46,0.0
18b90679-ba14-5785-bca6-c3cc1e3ad587,2026-09-12T00:54:00,2.54,2.29,1106,587,0.93,58.0,40.38,0.0
77059140-e829-5d12-90bd-2d2ebd9c436c,2026-09-12T00:54:00,2.48,3.47,1331,682,0.35,58.0,42.51,0.0
3a6c166d-37fa-5cda-adad-777eb4567f37,2026-09-12T00:56:00,1.57,2.67,1163,663,0,56.03,37.09,0.0
f1a6081a-48e3-56db-936e-f49af9832cb1,2026-09-12T00:56:00,2.65,3.38,1420,769,4.22,58.0,42.77,0.0
18b90679-ba14-5785-bca6-c3cc1e3ad587,2026-09-12T00:56:00,2.49,2.68,888,609,1.43,58.0,39.44,0.0
77059140-e829-5d12-90bd-2d2ebd9c436c,2026-09-12T00:56:00,2.33,3.27,1138,765,0.98,58.0,38.72,0.0
3a6c166d-37fa-5cda-adad-777eb4567f37,2026-09-12T00:58:00,1.51,3.08,835,705,0.24,56.13,39.59,0.0
f1a6081a-48e3-56db-936e-f49af9832cb1,2026-09-12T00:58:00,1.88,2.31,1077,718,0,58.0,38.52,0.0
18b90679-ba14-5785-bca6-c3cc1e3ad587,2026-09-12T00:58:00,2.08,3.29,1006,916,0.49,58.0,39.91,0.0
77059140-e829-5d12-90bd-2d2ebd9c436c,2026-09-12T00:58:00,2.03,2.09,1246,392,3.4,58.0,36.14,0.0
3a6c166d-37fa-5cda-adad-777eb4567f37,2026-09-12T01:00:00,1.7,3.26,1101,692,0,56.04,41.85,0.0
f1a6081a-48e3-56db-936e-f49af9832cb1,2026-09-12T01:00:00,2.84,2.92,1022,775,4.23,58.0,39.42,0.0
18b90679-ba14-5785-bca6-c3cc1e3ad587,2026-09-12T01:00:00,1.67,3.18,1196,737,2.96,58.0,44.25,0.0
77059140-e829-5d12-90bd-2d2ebd9c436c,2026-09-12T01:00:00,2.05,2.87,936,665,2.79,58.0,43.76,0.0
3a6c166d-37fa-5cda-adad-777eb4567f37,2026-09-12T01:02:00,2.01,4.13,843,709,0,56.36,36.43,0.0
f1a6081a-48e3-56db-936e-f49af9832cb1,2026-09-12T01:02:00,2.52,2.38,1079,620,1.99,58.0,44.07,0.0
18b90679-ba14-5785-bca6-c3cc1e3ad587,2026-09-12T01:02:00,2.43,3.48,1141,578,2.22,58.0,41.74,0.0
77059140-e829-5d12-90bd-2d2ebd9c436c,2026-09-12T01:02:00,1.99,2.99,1254,695,0,58.0,38.38,0.0
3a6c166d-37fa-5cda-adad-777eb4567f37,2026-09-12T01:04:00,2.33,3.42,1106,733,0.78,55.96,42.47,0.0
f1a6081a-48e3-56db-936e-f49af9832cb1,2026-09-12T01:04:00,2.72,3.24,1113,615,0.99,58.0,41.49,0.0
18b90679-ba14-5785-bca6-c3cc1e3ad587,2026-09-12T01:04:00,2.07,3.95,1083,819,0,58.0,38.75,0.0
77059140-e829-5d12-90bd-2d2ebd9c436c,2026-09-12T01:04:00,2.03,3.74,1157,669,0.14,58.0,39.37,0.0
3a6c166d-37fa-5cda-adad-777eb4567f37,2026-09-12T01:06:00,1.94,3.3,1118,671,1.4,55.67,42.98,0.0
f1a6081a-48e3-56db-936e-f49af9832cb1,2026-09-12T01:06:00,2.35,2.5,1135,508,2.1,58.0,38.25,0.0
18b90679-ba14-5785-bca6-c3cc1e3ad587,2026-09-12T01:06:00,2.26,2.63,1083,750,2.08,58.0,39.4,0.0
77059140-e829-5d12-90bd-2d2ebd9c436c,2026-09-12T01:06:00,2.2,3.8,1169,620,0,58.0,37.74,0.0
3a6c166d-37fa-5cda-adad-777eb4567f37,2026-09-12T01:08:00,1.91,3.84,1254,661,3.02,55.78,38.68,0.0
f1a6081a-48e3-56db-936e-f49af9832cb1,2026-09-12T01:08:00,1.91,3.59,1155,560,1.25,58.0,38.15,0.0
18b90679-ba14-5785-bca6-c3cc1e3ad587,2026-09-12T01:08:00,1.88,3.27,851,638,4.36,58.0,40.53,0.0
77059140-e829-5d12-90bd-2d2ebd9c436c,2026-09-12T01:08:00,1.8,3.53,1092,648,0,58.0,39.45,0.0
3a6c166d-37fa-5cda-adad-777eb4567f37,2026-09-12T01:10:00,2.64,2.15,1260,684,0,55.58,41.26,0.0
